text,label,cleaned_text
"tương đối ổn, chất lượng trung bình, 💁 💭!!",1,tương đối ổn chất lượng trung bình
"Ghé quán hôm qua, Món này đậm đà thiệt luôn, thấy rất worth!!! đc #review#food_review",2,ghé quán hôm qua món đậm đà thiệt luôn thấy rất worth đc reviewfood_review
"không đáng tiền, thất vọng về ,",0,không đáng tiền thất vọng về
"không đáng tiền 😞 Giá hơi , thấy rất worth(?)",0,không đáng tiền giá hơi thấy rất worth
"👀 Giá tương đối hợp lý,...",1,giá tương đối hợp lý
"kinh hoàng Vệ sinh ,!!!",0,kinh hoàng vệ sinh
"Món này đúng vị thiệt luôn, cần cải thiện thêm, đỉnh thật sự 🥰?! không có gì để chê",2,món đúng vị thiệt luôn cần cải thiện thêm đỉnh thật sự không gì để chê
"Đi ăn với bạn, Không gian đẹp, sẽ quay lại lần sau, quá xịn luôn?!",2,đi ăn với bạn không gian đẹp sẽ quay lại lần sau quá xịn luôn
"quá xịn luôn Giá cả rẻ, !!! <3!!! #review#food_review",2,quá xịn luôn giá cả rẻ 3 reviewfood_review
"đ*o ưng cái bụng đỉnh thật sự 😊 Món này đúng vị thiệt luôn, đánggg đồng tiền",2,đo ưng cái bụng đỉnh thật sự món đúng vị thiệt luôn đánggg đồng tiền
"Ghé quán hôm qua, khong gian ấm cúng, recommend mọi người nên dùng",2,ghé quán hôm qua khong gian ấm cúng recommend mọi người nên dùng
"😠 Vệ sinh ,!!!(?)...",0,vệ sinh
"💯 Giá cả tốt,..!!! <3!?!",2,giá cả tốt 3
"v~ đỉnh thật sự, giá cả hợp lý, 💯.. ...!!!!!!!!! <3",2,v đỉnh thật sự giá cả hợp lý 3
"Đi ăn với bạn, Phục vụ như c*t, không đúng cam kết, không thể chấp nhận được",0,đi ăn với bạn phục vụ như ct không đúng cam kết không thể chấp nhận
"v Oder mang về, Quán phục vụ chu đáo, sang trọng 👍!, ưng cái bụng ...!!!",2,v oder mang về quán phục vụ chu đáo sang trọng ưng cái bụng
"Đồ ăn xuất sắc bình thường, thấy rat worth",1,đồ ăn xuất sắc bình thường thấy rat worth
"vcl Đi ăn với bạn, Đồ ăn vl,?!......!?",0,vcl đi ăn với bạn đồ ăn vl
"Oder mang về, Giá tương đốiiii phải chăng,!!! không có gì đặc biệt",1,oder mang về giá tương đốiiii phải chăng không gì đặc biệt
"Oder mang về, Giá tương đối rẻ,!!!, tạm được.....?...?",1,oder mang về giá tương đối rẻ tạm
"Giá cả tốt,?!",2,giá cả tốt
"đét 💯 Đồ ăn chất lượng xuất sắc, ❤️ #review#food_review",2,đét đồ ăn chất lượng xuất sắc reviewfood_review
"Oder mang về, 😢 Giá hơi , đáng đồng tiền 💔>.<",0,oder mang về giá hơi đáng đồng tiền
"không có gì để chê, quán chuyên nghiệp chu đáo, sang trọng",2,không gì để chê quán chuyên nghiệp chu đáo sang trọng
"🤔 Không gian ấm cúng, nhưng có thể tot hơn nữa!!!",1,không gian ấm cúng nhưng có thể tot hơn nữa
"👎 Đồ ăn ,, thất vọng quá",0,đồ ăn thất vọng quá
"Đi ăn với bạn, ✨ dã man Món này ngon thiệt luôn, cần cải thiện thêm!",2,đi ăn với bạn dã man món ngon thiệt luôn cần cải thiện thêm
"👍 Không gian thoải mái, sẽ ủng hộ dài dài!!! <3!!!!!!",2,không gian thoải mái sẽ ủng hộ dài dài 3
"đét Không gian đẹp, recommend mọi người nên dùng...!!!!!! <3!?!",2,đét không gian đẹp recommend mọi người nên dùng 3
"Giá tương đối rẻ, 💁!!! bình thường okê #review#food_review",1,giá tương đối rẻ bình thường okê reviewfood_review
"Quán chuyên nghiệp chu đáo, ấm cúnggg!!! <3!?! #review#food_review",2,quán chuyên nghiệp chu đáo ấm cúnggg 3 reviewfood_review
"Giá tương đối tốt,!!",1,giá tương đối tốt
"dã man Quán này thật,, không đáng tiền",0,dã man quán thật không đáng tiền
"vl Quán nhiệt tình chu đáo, thoải máii! 😊  #review#food_review",2,vl quán nhiệt tình chu đáo thoải máii reviewfood_review
"Oder mang về, khong giab thoảiii mái, nhưng nên nâng cấp dịch vụ..... #review#food_review",1,oder mang về khong giab thoảiii mái nhưng nên nâng cấp dịch vụ reviewfood_review
"Không gian đẹp, nhưng có thể tốt hơn nữaaa?!",1,không gian đẹp nhưng có thể tốt hơn nữaaa
"🥰 Quán tận tình chu đáo, sang trọng?!",2,quán tận tình chu đáo sang trọng
"Oder mang về, Khôngggg giqn sang trọng, recommend mọi người nên dùng",2,oder mang về khôngggg giqn sang trọng recommend mọi người nên dùng
"Đồ ăn xuất sắc xuất sắc, v!!!...!!!",2,đồ ăn xuất sắc xuất sắc v
"okê oce Món này đậm đà thiệt luôn, thấy rất worth 🥰",2,okê oce món đậm đà thiệt luôn thấy rất worth
"bit ưng cái bụng, món này ngon thiệt luôn, đáng đồng tiền",2,bit ưng cái bụng món ngon thiệt luôn đáng đồng tiền
"được của l* chán thật sự 😞 Quán nàyyy thật,!!!!?(?)",0,l chán thật sự quán nàyyy thật
"Ghé quán hôm qua, 👍 Giá cả tốt, 👍!!!!!!",2,ghé quán hôm qua giá cả tốt
"😊 Đồ ăn xuất sắc xuất sắc,?!!!",2,đồ ăn xuất sắc xuất sắc
"Oder mang về, ❤️ Quán phục vụ chu đáo, ấm cúng #review#food_review",2,oder mang về quán phục vụ chu đáo ấm cúng reviewfood_review
"Oder mang về, Giá tương đối rẻ,?! 💁.. #review#food_review",1,oder mang về giá tương đối rẻ reviewfood_review
"🆗 Phục vụ chuyên nghiệp tạm được, cần cải thiện thêm buon #review#food_review",1,phục vụ chuyên nghiệp tạm cần cải thiện thêm buon reviewfood_review
"Chất lượng trung bình,",1,chất lượng trung bình
"bik Quán nhiệt tình chu đáo, đẹp ❤️.., xuất sắc.. xuất sắc",2,bik quán nhiệt tình chu đáo đẹp xuất sắc xuất sắc
"Oder mang về, Giá tương đối phải chăng, 💭! tương đối ổn(?!)(?!)...",1,oder mang về giá tương đối phải chăng tương đối ổn
"cực kỳ hài lòng Đồ ăn xuất sắc xuất sắc,, xuất sắc",2,cực kỳ hài lòng đồ ăn xuất sắc xuất sắc xuất sắc
"Quán phục vụ chu đáo, ấm cúng!!! <3!?! #review#food_review",2,quán phục vụ chu đáo ấm cúng 3 reviewfood_review
"💯 Món này tuyệt thiệt luôn, giá hơi cao",2,món tuyệt thiệt luôn giá hơi cao
"Quán này thật,, không thể chấp nhận được 😠 thất vọng quá",0,quán thật không thể chấp nhận thất vọng quá
"dã man Giá cả phải chăng,!!!, không có gì để chê",2,dã man giá cả phải chăng không gì để chê
"Oder mang về, Quán chuyên nghiệp chu đáo, sang trọng...!!!!?!!!! <3",2,oder mang về quán chuyên nghiệp chu đáo sang trọng 3
"Phục vụ thiếu chuyên nghiệp,.. kh(?)",0,phục vụ thiếu chuyên nghiệp kh
"Đi ăn với bạn, Chất lượng trung bình, 🤔 tạm được bit....",1,đi ăn với bạn chất lượng trung bình tạm bit
"không có gì đặc biệt, giá tươngggg đối tốt,.........",1,không gì đặc biệt giá tươngggg đối tốt
"Vệ sinh vl, éo bao giờ quay lại",0,vệ sinh vl éo bao giờ quay lại
"dã man Món này đúng vị thiệt luôn, giá hơi cao?!",2,dã man món đúng vị thiệt luôn giá hơi cao
"Quán tận tình chu đáo, thoải mái 👍 #review#food_review",2,quán tận tình chu đáo thoải mái reviewfood_review
"Giá hơi , đáng đồng tiền",0,giá hơi đáng đồng tiền
"hem Giá cả tốt,!!!!!!",2,hem giá cả tốt
"Oder mang về, 👀 cũng được, dã man giá tương đối phải chăng,.(?!).",1,oder mang về cũng dã man giá tương đối phải chăng
"Món này đúng vị thiệt luôn, đáng đồng tiền, xuất sắc #review#food_review",2,món đúng vị thiệt luôn đáng đồng tiền xuất sắc reviewfood_review
"😊 Không gian đẹp, recommend mọi người nên dùng...!!!...!!!",2,không gian đẹp recommend mọi người nên dùng
"Đi ăn với bạn, Vệ sinh vl, éo bao giờ quay lại thất vọng quá!?(?)",0,đi ăn với bạn vệ sinh vl éo bao giờ quay lại thất vọng quá
"Ghé quán hôm qua, Thất vọnggg về , 💔(?)...(?)",0,ghé quán hôm qua thất vọnggg về
"Chất lượng trung bình,(?!)",1,chất lượng trung bình
"Ghé quán hôm qua, quá tệ, quán này thật,?!!!......>.<",0,ghé quán hôm qua quá tệ quán thật
"😫 Giá hơi , cần cải thiện thêm! #review#food_review",0,giá hơi cần cải thiện thêm reviewfood_review
"Vệ sinh ,",0,vệ sinh
"Chất lượbg trung bình, #review#food_review",1,chất lượbg trung bình reviewfood_review
"Đi ăn với bạn, 💔 Giá hơi , đáng đồng tiền?!, không đáng tiền 😠>.<>.<",0,đi ăn với bạn giá hơi đáng đồng tiền không đáng tiền
"Quán phục vụ chu đáo, sang trọng 😄",2,quán phục vụ chu đáo sang trọng
"Giá tương đối rẻ,!!",1,giá tương đối rẻ
"👍 😊 Đồ ăn chất lượng xuất sắc,, quá xịn luôn.. dz vloz...!!!",2,đồ ăn chất lượng xuất sắc quá xịn luôn dz vloz
"vcl kh Ghé quán hôm qua, Không gian đẹp, sẽ ủng hộ dài dài",2,vcl kh ghé quán hôm qua không gian đẹp sẽ ủng hộ dài dài
"Ghé quán hôm qua, đỉnh thật sự, không gian thoải mái, sẽ quayyyy lại lần sau!!!..!!!!?!!!! #review#food_review",2,ghé quán hôm qua đỉnh thật sự không gian thoải mái sẽ quayyyy lại lần sau reviewfood_review
"Ghé quán hôm qua, Giá cả tốt, ❤️?!, đỉnh thật sự",2,ghé quán hôm qua giá cả tốt đỉnh thật sự
"🥰 khong gian đẹp, sẽ quay lại lần sau 😄...!!!...!!!",2,khong gian đẹp sẽ quay lại lần sau
"tương đối ổn, giá tương đối tốt,",1,tương đối ổn giá tương đối tốt
"Đi ăn với bạn, 💔 không đáng tiền, phục vụ hem đúng cam kết,",0,đi ăn với bạn không đáng tiền phục vụ hem đúng cam kết
"Phục vụ chuyên nghiệp tạm được, cần cải thiện thêm #review#food_review",1,phục vụ chuyên nghiệp tạm cần cải thiện thêm reviewfood_review
"được của l* Quán phục vụ chu đáo, ấm cúng!!! !!! <3!?! #review#food_review",2,l quán phục vụ chu đáo ấm cúng 3 reviewfood_review
"👀 Giá tương đốii hợp lý,!!!?!",1,giá tương đốii hợp lý
"Giá cả hợp lý, #review#food_review",2,giá cả hợp lý reviewfood_review
"không có gì đặc biệt 💁 Giá tươngggg đối rẻ, (?!)",1,không gì đặc biệt giá tươngggg đối rẻ
"Đi ăn với bạn, 💔 Phục vụ như c*t, chậm trễ 💔(?)!? #review#food_review",0,đi ăn với bạn phục vụ như ct chậm trễ reviewfood_review
"dã man 🤔 Chất lượng trungg bình,",1,dã man chất lượng trungg bình
"Đồ ăn tuyệt bình thường, thấy rất worth",1,đồ ăn tuyệt bình thường thấy rất worth
"😞 Phục vụ như c*t, thiếu chuyên nghiệp!!>.<",0,phục vụ như ct thiếu chuyên nghiệp
"khong gian ấm cúng, nhưng có thể tốt hơn nữa không có gì đặc biệt...",1,khong gian ấm cúng nhưng có thể tốt hơn nữa không gì đặc biệt
"Oder mang về, Quán nhiệt tình chu đáo, ấm cúnggg, quá xịn luôn 😊",2,oder mang về quán nhiệt tình chu đáo ấm cúnggg quá xịn luôn
"Đi ăn với bạn, Giá cả phảiiii chăng,.....!!!...!!!!!! <3",2,đi ăn với bạn giá cả phảiiii chăng 3
"Đi ăn với bạn, Đồ ăn tốt xuất sắc,",2,đi ăn với bạn đồ ăn tốt xuất sắc
"Giá tương đối hợp lý, cũng được cũng được",1,giá tương đối hợp lý cũng cũng
"vl khong gian ấm cúng, nhưng nên nâng cấp dịch vụ vl",1,vl khong gian ấm cúng nhưng nên nâng cấp dịch vụ vl
"Đồ ăn tuyệr vời xuất sắc,!!!",2,đồ ăn tuyệr vời xuất sắc
"Oder mang về, ❤️ 😊 Món này tuyệt thiệt luôn, đáng đồng tiền, cực kỳ hài lòng #review#food_review",2,oder mang về món tuyệt thiệt luôn đáng đồng tiền cực kỳ hài lòng reviewfood_review
"Phục vụ thiếu chuyên nghiệp,, không đáng tiền!!",0,phục vụ thiếu chuyên nghiệp không đáng tiền
"Quán chuyên nghiệp chu đáo, ấm cúng, quá xịn luôn?!!!! <3!!! <3",2,quán chuyên nghiệp chu đáo ấm cúng quá xịn luôn 3 3
"😄 Giá cả phải chăng,, không có gì để chê",2,giá cả phải chăng không gì để chê
"Oder mang về, xuất sắc, giá cả phải chăng,!!! #review#food_review",2,oder mang về xuất sắc giá cả phải chăng reviewfood_review
"💁 Đồ ăn ngon bình thường, giá hơi cao 💁!!!...?",1,đồ ăn ngon bình thường giá hơi cao
"ưng cái bụng, món này đúng vị thiệt luôn, thấy rat worth ✨",2,ưng cái bụng món đúng vị thiệt luôn thấy rat worth
"Oder mang về, Phục vụ chuyên nghiệp tạm được, cần cải thiện thêm tạm được",1,oder mang về phục vụ chuyên nghiệp tạm cần cải thiện thêm tạm
"Giá cả phải chăng,..",2,giá cả phải chăng
"Ghé quán hôm qua, kinh hoàng Giá tương đối phải chăng,",1,ghé quán hôm qua kinh hoàng giá tương đối phải chăng
"Không gian đẹp, nhưng có thể tot hơn nữa!!! cũng được(?!)...?",1,không gian đẹp nhưng có thể tot hơn nữa cũng
"bít không có gì đặc biệt Đi ăn với bạn, quá xá Giá tương đối tốt, 🤔....?",1,bít không gì đặc biệt đi ăn với bạn quá xá giá tương đối tốt
"Đồ ăn vl,",0,đồ ăn vl
"😊 Không gian sang trọng, recommend mọi người nên dùng",2,không gian sang trọng recommend mọi người nên dùng
"😐 đét Phục vụ phục vụ tạm được, cần cải thiện thêm",1,đét phục vụ phục vụ tạm cần cải thiện thêm
"Vệ sinh ,(?)!?",0,vệ sinh
"dã man Đồ ăn tuyệt vời xuất sắc, 💯 #review#food_review",2,dã man đồ ăn tuyệt vời xuất sắc reviewfood_review
"Món này đúnggg vị thiệt luôn, giá hơiii cao!!!",2,món đúnggg vị thiệt luôn giá hơiii cao
"Đồ ăn xuất sắc xuất sắc,..!!! <3!!!...!!!",2,đồ ăn xuất sắc xuất sắc 3
"Đồ ăn tuyệt vời xuất sắc, 💯.. dk",2,đồ ăn tuyệt vời xuất sắc dk
"Phục vụ như c*t, thiếu chuyên nghiệp 😕 😫!!!!?>.<(?)",0,phục vụ như ct thiếu chuyên nghiệp
"đỉnh thật sự, giá cả phảiiii chăng, #review#food_review",2,đỉnh thật sự giá cả phảiiii chăng reviewfood_review
"chán thật sự, 😠 giá hơii , thấy rất worth!!",0,chán thật sự giá hơii thấy rất worth
"Quán chuyên nghiệp chu đáo, thoải mái..",2,quán chuyên nghiệp chu đáo thoải mái
"🥰 Món này tuyệt thiệt luôn, cần cải thiện thêm 🥰!!...!!!!?!...!!! #review#food_review",2,món tuyệt thiệt luôn cần cải thiện thêm reviewfood_review
"Khôngggg gian thoảiii mái, nhưng có thể tốt hơn nữa",1,khôngggg gian thoảiii mái nhưng có thể tốt hơn nữa
"😊 không có gì để chê, đồ ăn tốt xuất sắc,!!!!!!",2,không gì để chê đồ ăn tốt xuất sắc
"đét Thất vọng về , chán thật sự không đáng tiền!?...",0,đét thất vọng về chán thật sự không đáng tiền
"tạm được, phục vụ chuyên nghiệp tạm được, cần cải thiện thêm! 😐",1,tạm phục vụ chuyên nghiệp tạm cần cải thiện thêm
"Oder mang về, ❤️ Không gian đẹp, nên thử nhé",2,oder mang về không gian đẹp nên thử nhé
"Ghé quán hôm qua, Không gian ấm cúng, nhưng có thể tốt hơn nữa",1,ghé quán hôm qua không gian ấm cúng nhưng có thể tốt hơn nữa
"Đi ăn với bạn, không có gì để chê, món này ngon thiệt luôn, cần cải thiện thêm 😊!!! <3...!!!",2,đi ăn với bạn không gì để chê món ngon thiệt luôn cần cải thiện thêm 3
"Quán tận tình chu đáo, đẹp, đỉnh thật sự",2,quán tận tình chu đáo đẹp đỉnh thật sự
"Đồ ăn xuất sắc xuất sắc, ❤️ ✨!?!!?!...!!!",2,đồ ăn xuất sắc xuất sắc
"🥰 khong giqn ấm cúng, sẽ quay lại lần sau, ưng cái bụng!!!",2,khong giqn ấm cúng sẽ quay lại lần sau ưng cái bụng
"Phục vụ tận tình tạm được, thấy rat worth!!!",1,phục vụ tận tình tạm thấy rat worth
"Đồ ăn đậm đà bình thường, cần cải thiện thêm 😐 #review#food_review",1,đồ ăn đậm đà bình thường cần cải thiện thêm reviewfood_review
"Giá tương đối hợp lý,, không có gì đặc biệt!!! #review#food_review",1,giá tương đối hợp lý không gì đặc biệt reviewfood_review
"không có gì đặc biệt, 👀 giá tương đối rẻ, không có gì đặc biệt......?...?",1,không gì đặc biệt giá tương đối rẻ không gì đặc biệt
"Ghé quán hôm qua, quá xá 💁 hem gian đẹp, nhưng cần cải thiện thêm(?!)",1,ghé quán hôm qua quá xá hem gian đẹp nhưng cần cải thiện thêm
"Món này ngon thiệt luôn, thấy rat worth, ưng cái bụng!!! #review#food_review",2,món ngon thiệt luôn thấy rat worth ưng cái bụng reviewfood_review
"xuất sắc Oder mang về, Đồ ăn đỉnh xuất sắc, 😄.. vl",2,xuất sắc oder mang về đồ ăn đỉnh xuất sắc vl
"quá xịn luôn, khong gian ấm cúng, nên thử nhé!!?!!!! <3 #review#food_review",2,quá xịn luôn khong gian ấm cúng nên thử nhé 3 reviewfood_review
"v~ bik cực kỳ hài lòng, giá cả tốt, ❤️..!!!!?!",2,v bik cực kỳ hài lòng giá cả tốt
"Món này đậm đà thiệt luôn, giá hơi cao 😊",2,món đậm đà thiệt luôn giá hơi cao
"Oder mang về, ✨ khong gian ấm cúng, sẽ quay lại lần sauuu!!!",2,oder mang về khong gian ấm cúng sẽ quay lại lần sauuu
"Đi ăn với bạn, Món này tuyệt thiệt luôn, đáng đồng tiền!!!!!!",2,đi ăn với bạn món tuyệt thiệt luôn đáng đồng tiền
"Giá cả tốt, ❤️?!",2,giá cả tốt
"zoui 👀 Chất lượng trung bình, z....",1,zoui chất lượng trung bình z
"Oder mang về, 🥰 Quán chuyên nghiệp chuuu đáo, thoải mái..!!! <3",2,oder mang về quán chuyên nghiệp chuuu đáo thoải mái 3
"Giá cả tốt, 💯!!!!?!",2,giá cả tốt
"tương đối ổn Đồ ăn tuyệt bình thường, thấy rất worth.. tương đối ổn",1,tương đối ổn đồ ăn tuyệt bình thường thấy rất worth tương đối ổn
"😠 Phục vụ thiếu chuyên nghiệp,! #review#food_review",0,phục vụ thiếu chuyên nghiệp reviewfood_review
"Oder mang về, kinh hoàng 🆗 Giá tương đốii tốt,... #review#food_review",1,oder mang về kinh hoàng giá tương đốii tốt reviewfood_review
"😕 Vệ sinh ,",0,vệ sinh
"Ghé quán hôm qua, 🥰 😄 Quán chuyên nghiệp chu đáo, sang trọng",2,ghé quán hôm qua quán chuyên nghiệp chu đáo sang trọng
"Oder mang về, 😠 💔 Giá hơi , cần cải thiện thêm, không đáng tiền không đáng tiền không thể chấp nhận được",0,oder mang về giá hơi cần cải thiện thêm không đáng tiền không đáng tiền không thể chấp nhận
"Phục vụ nhiệt tình tạm được, đáng đồng tiền cũng được....?(?!)",1,phục vụ nhiệt tình tạm đáng đồng tiền cũng
"Ghé quán hôm qua, Quán tận tình chu đáo, thiải mái, cực kỳ hài lòng vkoj!?!...!!! #review#food_review",2,ghé quán hôm qua quán tận tình chu đáo thiải mái cực kỳ hài lòng vkoj reviewfood_review
"ưng cái bụng khum 💯 Giá cả rẻ,.. 👍",2,ưng cái bụng khum giá cả rẻ
"Món này đậm đà thiệt luôn, đáng đồng tiền 💯, ưng cái bụng",2,món đậm đà thiệt luôn đáng đồng tiền ưng cái bụng
"vcl đỉnh thật sự xuất sắc 👍 ❤️ Món này ngon thiệt luôn, thấy rat worth, cực kỳ hài lòng",2,vcl đỉnh thật sự xuất sắc món ngon thiệt luôn thấy rat worth cực kỳ hài lòng
"Oder mang về, Phục vụ tận tình tạm được, thấyy rat worth(?!)......?",1,oder mang về phục vụ tận tình tạm thấyy rat worth
"😫 Giá hơi , thấy rat worth(?)...",0,giá hơi thấy rat worth
"Ghé quán hôm qua, Chất lượng trung bình,",1,ghé quán hôm qua chất lượng trung bình
"không có gì đặc biệt Đồ ăn xuất sắc bình thường, cần cảii thiện thêm?!",1,không gì đặc biệt đồ ăn xuất sắc bình thường cần cảii thiện thêm
"Phục vụ khong đúng cam kết,",0,phục vụ khong đúng cam kết
"Giá tương đối rẻ, 💁",1,giá tương đối rẻ
"Ghé quán hôm qua, đét Không gian đẹp, nên thử nhé",2,ghé quán hôm qua đét không gian đẹp nên thử nhé
"Đồ ăn chất lượng xuất sắc, vl",2,đồ ăn chất lượng xuất sắc vl
"Ghé quán hôm qua, Món này tuyệt thiệt luôn, giá hơi cao 😄 👍?!...!!!...!!!...!!!",2,ghé quán hôm qua món tuyệt thiệt luôn giá hơi cao
"Ghé quán hôm qua, Món này ngon thiệt luôn, thấy rất worth 👍! dk...!!!",2,ghé quán hôm qua món ngon thiệt luôn thấy rất worth dk
"Món nàyyy tuyệt thiệt luôn, đánggg đồnggg tiền?!, quá xịn luôn?!",2,món nàyyy tuyệt thiệt luôn đánggg đồnggg tiền quá xịn luôn
"Oder mang về, 😠 Giá hơi , thấy rất worth!!!!!!!?(?)",0,oder mang về giá hơi thấy rất worth
"Phục vụ như c*t, khôngg đúngggg cam kết 👎!!!",0,phục vụ như ct khôngg đúngggg cam kết
"Ghé quán hôm qua, Khônggg gian thoải mái, recommendd mọi người nên dùng 😄...!!!",2,ghé quán hôm qua khônggg gian thoải mái recommendd mọi người nên dùng
"😞 Quán này thật,",0,quán thật
"v Không gian thoải mái, sẽ ủng hộ dài dài",2,v không gian thoải mái sẽ ủng hộ dài dài
"cũng được, chất lượng trung bình,!!!",1,cũng chất lượng trung bình
"Giá cả tốt,, ưng cái bụng",2,giá cả tốt ưng cái bụng
"Đồ ăn xuất sắc bình thường, giá hơi cao?! #review#food_review",1,đồ ăn xuất sắc bình thường giá hơi cao reviewfood_review
"Oder mang về, Giá cả hợp lý,!!!!",2,oder mang về giá cả hợp lý
"quá tệ Phục vụ như c*t, chậm trễ không thể chấp nhận được",0,quá tệ phục vụ như ct chậm trễ không thể chấp nhận
"Đi ăn với bạn, Phục vụ khong đúngggg cam kết, 😢",0,đi ăn với bạn phục vụ khong đúngggg cam kết
"✨ cực kỳ hài lòng, đồ ăn đỉnh xuất sắc,!!! không có gì để chê không có gì để chê",2,cực kỳ hài lòng đồ ăn đỉnh xuất sắc không gì để chê không gì để chê
"Không gian đẹp, recommend mọi người nên dùng 👍.. 🥰!!! #review#food_review",2,không gian đẹp recommend mọi người nên dùng reviewfood_review
"💯 khong gian ấm cúng, sẽ quay lại lần sauuuu!!",2,khong gian ấm cúng sẽ quay lại lần sauuuu
"Đồ ăn ,!?...",0,đồ ăn
"đỉnh thật sự cực kỳ hài lòng xuất sắc, dã man đồ ăn chất lượng xuất sắc,",2,đỉnh thật sự cực kỳ hài lòng xuất sắc dã man đồ ăn chất lượng xuất sắc
"Món này tuyệt thiệt luôn, đáng đồng tiền?!, quá xịn luôn quá xịn luôn ưng cái bụng ưng cái bụng!!! <3",2,món tuyệt thiệt luôn đáng đồng tiền quá xịn luôn quá xịn luôn ưng cái bụng ưng cái bụng 3
"Đi ăn với bạn, Chất lượng trung bình,",1,đi ăn với bạn chất lượng trung bình
"Ghé quán hôm qua, Vệ sinh , 😢!!!",0,ghé quán hôm qua vệ sinh
"Ghé quán hôm qua, Thất vọng về ,, thất vọng quá zui quá tệ(?)(?)",0,ghé quán hôm qua thất vọng về thất vọng quá zui quá tệ
"Đồ ăn xuất sắc xuất sắc,?!",2,đồ ăn xuất sắc xuất sắc
"huhu Oder mang về, ưng cái bụng, món này xuất sắc thiệt luôn, cần cải thiện thêm?!!!!...!!!",2,huhu oder mang về ưng cái bụng món xuất sắc thiệt luôn cần cải thiện thêm
"Giá cả rẻ,",2,giá cả rẻ
"Đi ăn với bạn, Món này xuất sắc thiệt luôn, đáng đồng tiền",2,đi ăn với bạn món xuất sắc thiệt luôn đáng đồng tiền
"không đáng tiền Oder mang về, 😫 Đồ ăn ,..",0,không đáng tiền oder mang về đồ ăn
"Oder mang về, quá xá 😄 Giá cả rẻ,?!!!!",2,oder mang về quá xá giá cả rẻ
"Ghé quán hôm qua, khong gian sang trọng, nhưng cần cải tgiện thêm 💁.. #review#food_review",1,ghé quán hôm qua khong gian sang trọng nhưng cần cải tgiện thêm reviewfood_review
"😄 Đồ ăn xuất sắc xuất sắc,..!!!!?!",2,đồ ăn xuất sắc xuất sắc
"đét khong gian ấm cúng, sẽ ủng hộ dài dài #review#food_review",2,đét khong gian ấm cúng sẽ ủng hộ dài dài reviewfood_review
"😄 khong gian thoải mái, nên thử nhé!!! <3...!!!!?!",2,khong gian thoải mái nên thử nhé 3
"bình thường Đi ăn với bạn, cũng được, 🤔 giá tương đối phải chăng,..",1,bình thường đi ăn với bạn cũng được giá tương đối phải chăng
"bình thường Phục vụ chuyên nghiệp tạm được, cần cải thiện thêm bình thường",1,bình thường phục vụ chuyên nghiệp tạm cần cải thiện thêm bình thường
"xuất sắc Món này tuyệt thiệt luôn, giá hơi cao ✨!!!?! #review#food_review",2,xuất sắc món tuyệt thiệt luôn giá hơi cao reviewfood_review
"tương đối ổn, giá tương đối tốt, 😐.(?!) #review#food_review",1,tương đối ổn giá tương đối tốt reviewfood_review
"oke 👎 Phục vụ như c*t, thiếu chuyên nghiệp 😫! quá tệ",0,oke phục vụ như ct thiếu chuyên nghiệp quá tệ
"đét Giá cả phải chăng, 😊",2,đét giá cả phải chăng
"👍 Không gian sang trọng, sẽ quay lạiiii lần sau",2,không gian sang trọng sẽ quay lạiiii lần sau
"Oder mang về, quá xá Chất lượng trung bình,",1,oder mang về quá xá chất lượng trung bình
"Không gian sang trọng, nhưng nên nâng cấp dịch vụ!!",1,không gian sang trọng nhưng nên nâng cấp dịch vụ
"Phục vụ như c*t, chậm trễ 😢!!",0,phục vụ như ct chậm trễ
"Món này đậm đà thiệt luôn, giá hơi cao ✨!!!..!?!",2,món đậm đà thiệt luôn giá hơi cao
"Oder mang về, 👍 😊 Không gian thoải mái, nên thử nhé",2,oder mang về không gian thoải mái nên thử nhé
"Chất lượng trung bình,, bình thường.",1,chất lượng trung bình bình thường
"dã man Đồ ăn tot xuất sắc, ✨",2,dã man đồ ăn tot xuất sắc
"Quán tận tình chu đáo, thoải mái?!",2,quán tận tình chu đáo thoải mái
"Không gian sang trọng, nhưng cần cải thiện thêm.",1,không gian sang trọng nhưng cần cải thiện thêm
"okela Quán tận tình chu đáo, ấm cúng 👍",2,okela quán tận tình chu đáo ấm cúng
"😢 Đồ ăn vl,..?! #review#food_review",0,đồ ăn vl reviewfood_review
"Ghé quán hôm qua, 😄 Đồ ăn tốt xuất sắc,?!",2,ghé quán hôm qua đồ ăn tốt xuất sắc
"🤔 Chất lượng trung bình,!!!, tương đối ổn...?....?",1,chất lượng trung bình tương đối ổn
"Giá cả hợp lý, okê huhu",2,giá cả hợp lý okê huhu
"Phục vụ như c*t, thiếu chuyên nghiệp 💔?!..",0,phục vụ như ct thiếu chuyên nghiệp
"Đồ ăn ngon bình thường, thấy rat worth!",1,đồ ăn ngon bình thường thấy rat worth
"Đi ăn với bạn, 🥰 Món này đúng vị thiệt luôn, giá hơi cao",2,đi ăn với bạn món đúng vị thiệt luôn giá hơi cao
"Không gian đẹp, nhưng có thể tốt hơn nữa(?!).",1,không gian đẹp nhưng có thể tốt hơn nữa
"Phục vụ phục vụ tạm được, cần cải thiện thêm",1,phục vụ phục vụ tạm cần cải thiện thêm
"Giá tương đối tốt, 🤔...?(?!)",1,giá tương đối tốt
